AV8648,GPS,UIO,120,2026-02-04,21:00,189.00,Embraer 190,150
AV8399,GPS,GYE,120,2026-02-04,06:30,165.00,Airbus A320,150
AV2594,GPS,GYE,120,2026-02-04,09:15,169.00,Boeing 737,150
AV5098,GPS,GYE,120,2026-02-04,13:00,153.00,Embraer 190,150
AV3740,GPS,GYE,120,2026-02-04,17:45,175.00,Airbus A320,150
AV2887,GPS,GYE,120,2026-02-04,21:00,161.00,Airbus A320,150
AV6588,GPS,CUE,120,2026-02-04,06:30,183.00,Airbus A320,150
AV5390,GPS,CUE,120,2026-02-04,09:15,181.00,Embraer 190,150
AV9675,GPS,CUE,120,2026-02-04,13:00,161.00,Airbus A320,150
AV1404,GPS,CUE,120,2026-02-04,17:45,154.00,Boeing 737,150
AV5254,GPS,CUE,120,2026-02-04,21:00,150.00,Boeing 737,150
AV4021,GPS,MEC,120,2026-02-04,06:30,176.00,Embraer 190,150
AV4292,GPS,MEC,120,2026-02-04,09:15,160.00,Boeing 737,150
AV6781,GPS,MEC,120,2026-02-04,13:00,154.00,Airbus A320,150
AV1608,GPS,MEC,120,2026-02-04,17:45,189.00,Airbus A320,150
AV9338,GPS,MEC,120,2026-02-04,21:00,183.00,Boeing 737,150
AV8863,UIO,GYE,57,2026-02-05,06:30,77.00,Embraer 190,150
AV9286,UIO,GYE,47,2026-02-05,09:15,93.00,Airbus A320,150
AV8637,UIO,GYE,45,2026-02-05,13:00,92.00,Boeing 737,150
AV6318,UIO,GYE,51,2026-02-05,17:45,99.00,Airbus A320,150
AV7250,UIO,GYE,48,2026-02-05,21:00,67.00,Airbus A320,150
AV8531,UIO,CUE,59,2026-02-05,06:30,72.00,Airbus A320,150
AV2680,UIO,CUE,57,2026-02-05,09:15,84.00,Embraer 190,150
AV8175,UIO,CUE,48,2026-02-05,13:00,65.00,Boeing 737,150
AV3716,UIO,CUE,52,2026-02-05,17:45,87.00,Boeing 737,150
AV1168,UIO,CUE,46,2026-02-05,21:00,70.00,Embraer 190,150
AV4749,UIO,MEC,51,2026-02-05,06:30,89.00,Airbus A320,150
AV5726,UIO,MEC,48,2026-02-05,09:15,87.00,Boeing 737,150
AV5555,UIO,MEC,58,2026-02-05,13:00,95.00,Embraer 190,150
AV4705,UIO,MEC,48,2026-02-05,17:45,79.00,Boeing 737,150
AV2512,UIO,MEC,50,2026-02-05,21:00,97.00,Airbus A320,150
AV8519,UIO,GPS,120,2026-02-05,06:30,162.00,Airbus A320,150
AV3687,UIO,GPS,120,2026-02-05,09:15,178.00,Embraer 190,150
AV3365,UIO,GPS,120,2026-02-05,13:00,161.00,Airbus A320,150
AV3068,UIO,GPS,120,2026-02-05,17:45,188.00,Airbus A320,150
AV5703,UIO,GPS,120,2026-02-05,21:00,186.00,Airbus A320,150
AV3911,GYE,UIO,58,2026-02-05,06:30,84.00,Embraer 190,150
AV1295,GYE,UIO,49,2026-02-05,09:15,76.00,Embraer 190,150
AV3641,GYE,UIO,51,2026-02-05,13:00,91.00,Airbus A320,150
AV6031,GYE,UIO,49,2026-02-05,17:45,64.00,Airbus A320,150
AV7138,GYE,UIO,51,2026-02-05,21:00,61.00,Embraer 190,150
AV8683,GYE,CUE,51,2026-02-05,06:30,62.00,Airbus A320,150
AV9380,GYE,CUE,47,2026-02-05,09:15,73.00,Boeing 737,150
AV8448,GYE,CUE,48,2026-02-05,13:00,93.00,Embraer 190,150
AV7003,GYE,CUE,47,2026-02-05,17:45,90.00,Embraer 190,150
AV3855,GYE,CUE,53,2026-02-05,21:00,88.00,Embraer 190,150
AV3917,GYE,MEC,55,2026-02-05,06:30,76.00,Embraer 190,150
AV9812,GYE,MEC,56,2026-02-05,09:15,69.00,Airbus A320,150
AV7921,GYE,MEC,57,2026-02-05,13:00,77.00,Boeing 737,150
AV8604,GYE,MEC,51,2026-02-05,17:45,67.00,Airbus A320,150
AV7954,GYE,MEC,50,2026-02-05,21:00,77.00,Embraer 190,150
AV1636,GYE,GPS,120,2026-02-05,06:30,170.00,Embraer 190,150
AV2390,GYE,GPS,120,2026-02-05,09:15,173.00,Airbus A320,150
AV9789,GYE,GPS,120,2026-02-05,13:00,173.00,Airbus A320,150
AV8789,GYE,GPS,120,2026-02-05,17:45,152.00,Airbus A320,150
AV6043,GYE,GPS,120,2026-02-05,21:00,178.00,Airbus A320,150
AV7831,CUE,UIO,58,2026-02-05,06:30,85.00,Boeing 737,150
AV3168,CUE,UIO,55,2026-02-05,09:15,82.00,Embraer 190,150
AV7256,CUE,UIO,59,2026-02-05,13:00,62.00,Airbus A320,150
AV1895,CUE,UIO,50,2026-02-05,17:45,78.00,Airbus A320,150
AV6389,CUE,UIO,52,2026-02-05,21:00,78.00,Airbus A320,150
AV7328,CUE,GYE,58,2026-02-05,06:30,82.00,Embraer 190,150
AV7086,CUE,GYE,58,2026-02-05,09:15,65.00,Embraer 190,150
AV3182,CUE,GYE,48,2026-02-05,13:00,75.00,Airbus A320,150
AV8985,CUE,GYE,49,2026-02-05,17:45,63.00,Airbus A320,150
AV3582,CUE,GYE,50,2026-02-05,21:00,92.00,Embraer 190,150
AV8627,CUE,MEC,45,2026-02-05,06:30,98.00,Airbus A320,150
AV7152,CUE,MEC,56,2026-02-05,09:15,99.00,Boeing 737,150
AV9661,CUE,MEC,50,2026-02-05,13:00,91.00,Boeing 737,150
AV3507,CUE,MEC,54,2026-02-05,17:45,73.00,Airbus A320,150
AV2168,CUE,MEC,54,2026-02-05,21:00,97.00,Boeing 737,150
AV3412,CUE,GPS,120,2026-02-05,06:30,180.00,Airbus A320,150
AV9804,CUE,GPS,120,2026-02-05,09:15,157.00,Airbus A320,150
AV6222,CUE,GPS,120,2026-02-05,13:00,157.00,Embraer 190,150
AV5763,CUE,GPS,120,2026-02-05,17:45,166.00,Embraer 190,150
AV1845,CUE,GPS,120,2026-02-05,21:00,184.00,Airbus A320,150
AV9295,MEC,UIO,58,2026-02-05,06:30,75.00,Boeing 737,150
AV7801,MEC,UIO,46,2026-02-05,09:15,68.00,Embraer 190,150
AV3911,MEC,UIO,50,2026-02-05,13:00,91.00,Boeing 737,150
AV9029,MEC,UIO,58,2026-02-05,17:45,77.00,Boeing 737,150
AV3669,MEC,UIO,56,2026-02-05,21:00,62.00,Airbus A320,150
AV6087,MEC,GYE,53,2026-02-05,06:30,75.00,Airbus A320,150
AV1648,MEC,GYE,52,2026-02-05,09:15,97.00,Embraer 190,150
AV9453,MEC,GYE,53,2026-02-05,13:00,99.00,Airbus A320,150
AV3386,MEC,GYE,47,2026-02-05,17:45,80.00,Airbus A320,150
AV5627,MEC,GYE,51,2026-02-05,21:00,91.00,Embraer 190,150
AV6837,MEC,CUE,53,2026-02-05,06:30,92.00,Embraer 190,150
AV7362,MEC,CUE,53,2026-02-05,09:15,68.00,Airbus A320,150
AV8152,MEC,CUE,56,2026-02-05,13:00,62.00,Airbus A320,150
AV4029,MEC,CUE,54,2026-02-05,17:45,96.00,Airbus A320,150
AV5161,MEC,CUE,53,2026-02-05,21:00,97.00,Embraer 190,150
AV9448,MEC,GPS,120,2026-02-05,06:30,184.00,Embraer 190,150
AV5936,MEC,GPS,120,2026-02-05,09:15,158.00,Embraer 190,150
AV7137,MEC,GPS,120,2026-02-05,13:00,175.00,Airbus A320,150
AV2199,MEC,GPS,120,2026-02-05,17:45,161.00,Boeing 737,150
AV8895,MEC,GPS,120,2026-02-05,21:00,182.00,Airbus A320,150
AV5431,GPS,UIO,120,2026-02-05,06:30,187.00,Embraer 190,150
AV8891,GPS,UIO,120,2026-02-05,09:15,154.00,Embraer 190,150
AV2512,GPS,UIO,120,2026-02-05,13:00,150.00,Embraer 190,150
AV6802,GPS,UIO,120,2026-02-05,17:45,157.00,Airbus A320,150
AV8017,GPS,UIO,120,2026-02-05,21:00,169.00,Boeing 737,150
AV4345,GPS,GYE,120,2026-02-05,06:30,189.00,Embraer 190,150
AV4071,GPS,GYE,120,2026-02-05,09:15,160.00,Boeing 737,150
AV3141,GPS,GYE,120,2026-02-05,13:00,155.00,Airbus A320,150
AV9226,GPS,GYE,120,2026-02-05,17:45,158.00,Embraer 190,150
AV5744,GPS,GYE,120,2026-02-05,21:00,157.00,Boeing 737,150
AV9783,GPS,CUE,120,2026-02-05,06:30,175.00,Boeing 737,150
AV5189,GPS,CUE,120,2026-02-05,09:15,162.00,Airbus A320,150
AV2957,GPS,CUE,120,2026-02-05,13:00,179.00,Airbus A320,150
AV2453,GPS,CUE,120,2026-02-05,17:45,150.00,Airbus A320,150
AV5167,GPS,CUE,120,2026-02-05,21:00,166.00,Boeing 737,150
AV3879,GPS,MEC,120,2026-02-05,06:30,157.00,Airbus A320,150
AV5416,GPS,MEC,120,2026-02-05,09:15,156.00,Airbus A320,150
AV6874,GPS,MEC,120,2026-02-05,13:00,180.00,Airbus A320,150
AV5243,GPS,MEC,120,2026-02-05,17:45,185.00,Embraer 190,150
AV7060,GPS,MEC,120,2026-02-05,21:00,173.00,Embraer 190,150
AV7124,UIO,GYE,58,2026-02-06,06:30,77.00,Airbus A320,150
AV8440,UIO,GYE,47,2026-02-06,09:15,69.00,Airbus A320,150
AV5323,UIO,GYE,46,2026-02-06,13:00,78.00,Boeing 737,150
AV2034,UIO,GYE,51,2026-02-06,17:45,95.00,Boeing 737,150
AV4200,UIO,GYE,48,2026-02-06,21:00,68.00,Boeing 737,150
AV4340,UIO,CUE,55,2026-02-06,06:30,68.00,Boeing 737,150
AV7168,UIO,CUE,46,2026-02-06,09:15,80.00,Airbus A320,150
AV4468,UIO,CUE,55,2026-02-06,13:00,93.00,Boeing 737,150
AV9561,UIO,CUE,58,2026-02-06,17:45,78.00,Embraer 190,150
AV4234,UIO,CUE,48,2026-02-06,21:00,90.00,Airbus A320,150
AV7388,UIO,MEC,58,2026-02-06,06:30,85.00,Airbus A320,150
AV1062,UIO,MEC,57,2026-02-06,09:15,69.00,Airbus A320,150
AV2731,UIO,MEC,47,2026-02-06,13:00,84.00,Boeing 737,150
AV6324,UIO,MEC,46,2026-02-06,17:45,84.00,Embraer 190,150
AV9755,UIO,MEC,58,2026-02-06,21:00,68.00,Airbus A320,150
AV4603,UIO,GPS,120,2026-02-06,06:30,180.00,Boeing 737,150
AV3922,UIO,GPS,120,2026-02-06,09:15,168.00,Embraer 190,150
AV6366,UIO,GPS,120,2026-02-06,13:00,183.00,Boeing 737,150
AV6594,UIO,GPS,120,2026-02-06,17:45,164.00,Airbus A320,150
AV9699,UIO,GPS,120,2026-02-06,21:00,157.00,Boeing 737,150
AV4495,GYE,UIO,57,2026-02-06,06:30,91.00,Airbus A320,150
AV8297,GYE,UIO,50,2026-02-06,09:15,63.00,Boeing 737,150
AV3187,GYE,UIO,51,2026-02-06,13:00,83.00,Boeing 737,150
AV3862,GYE,UIO,52,2026-02-06,17:45,87.00,Airbus A320,150
AV5460,GYE,UIO,51,2026-02-06,21:00,84.00,Airbus A320,150
AV2061,GYE,CUE,56,2026-02-06,06:30,91.00,Embraer 190,150
AV4958,GYE,CUE,48,2026-02-06,09:15,81.00,Embraer 190,150
AV5718,GYE,CUE,48,2026-02-06,13:00,63.00,Embraer 190,150
AV3174,GYE,CUE,54,2026-02-06,17:45,85.00,Boeing 737,150
AV2189,GYE,CUE,48,2026-02-06,21:00,63.00,Embraer 190,150
AV8501,GYE,MEC,48,2026-02-06,06:30,63.00,Airbus A320,150
AV8542,GYE,MEC,58,2026-02-06,09:15,74.00,Airbus A320,150
AV6188,GYE,MEC,46,2026-02-06,13:00,95.00,Boeing 737,150
AV9647,GYE,MEC,47,2026-02-06,17:45,81.00,Embraer 190,150
AV5943,GYE,MEC,49,2026-02-06,21:00,94.00,Airbus A320,150
AV3986,GYE,GPS,120,2026-02-06,06:30,188.00,Embraer 190,150
AV9925,GYE,GPS,120,2026-02-06,09:15,185.00,Embraer 190,150
AV5738,GYE,GPS,120,2026-02-06,13:00,168.00,Embraer 190,150
AV3057,GYE,GPS,120,2026-02-06,17:45,150.00,Boeing 737,150
AV3499,GYE,GPS,120,2026-02-06,21:00,167.00,Embraer 190,150
AV8227,CUE,UIO,50,2026-02-06,06:30,75.00,Boeing 737,150
AV7648,CUE,UIO,55,2026-02-06,09:15,87.00,Boeing 737,150
AV4722,CUE,UIO,47,2026-02-06,13:00,95.00,Boeing 737,150
AV2388,CUE,UIO,50,2026-02-06,17:45,60.00,Embraer 190,150
AV4005,CUE,UIO,50,2026-02-06,21:00,77.00,Airbus A320,150
AV2800,CUE,GYE,45,2026-02-06,06:30,95.00,Airbus A320,150
AV2544,CUE,GYE,48,2026-02-06,09:15,75.00,Boeing 737,150
AV9097,CUE,GYE,53,2026-02-06,13:00,92.00,Embraer 190,150
AV7562,CUE,GYE,51,2026-02-06,17:45,67.00,Airbus A320,150
AV5286,CUE,GYE,52,2026-02-06,21:00,65.00,Embraer 190,150
AV9561,CUE,MEC,51,2026-02-06,06:30,88.00,Embraer 190,150
AV6904,CUE,MEC,47,2026-02-06,09:15,62.00,Boeing 737,150
AV8577,CUE,MEC,57,2026-02-06,13:00,63.00,Embraer 190,150
AV1074,CUE,MEC,49,2026-02-06,17:45,86.00,Airbus A320,150
AV7157,CUE,MEC,59,2026-02-06,21:00,65.00,Airbus A320,150
AV4969,CUE,GPS,120,2026-02-06,06:30,162.00,Embraer 190,150
AV9682,CUE,GPS,120,2026-02-06,09:15,156.00,Boeing 737,150
AV7516,CUE,GPS,120,2026-02-06,13:00,178.00,Boeing 737,150
AV4942,CUE,GPS,120,2026-02-06,17:45,165.00,Embraer 190,150
AV1317,CUE,GPS,120,2026-02-06,21:00,179.00,Embraer 190,150
AV1867,MEC,UIO,53,2026-02-06,06:30,97.00,Boeing 737,150
AV9866,MEC,UIO,59,2026-02-06,09:15,65.00,Embraer 190,150
AV1058,MEC,UIO,52,2026-02-06,13:00,79.00,Embraer 190,150
AV4932,MEC,UIO,57,2026-02-06,17:45,91.00,Embraer 190,150
AV7875,MEC,UIO,54,2026-02-06,21:00,85.00,Boeing 737,150
AV5740,MEC,GYE,59,2026-02-06,06:30,83.00,Embraer 190,150
AV1561,MEC,GYE,47,2026-02-06,09:15,72.00,Embraer 190,150
AV2662,MEC,GYE,45,2026-02-06,13:00,80.00,Airbus A320,150
AV1310,MEC,GYE,51,2026-02-06,17:45,88.00,Embraer 190,150
AV9466,MEC,GYE,59,2026-02-06,21:00,67.00,Airbus A320,150
AV3264,MEC,CUE,46,2026-02-06,06:30,87.00,Boeing 737,150
AV4133,MEC,CUE,47,2026-02-06,09:15,87.00,Boeing 737,150
AV4103,MEC,CUE,45,2026-02-06,13:00,73.00,Airbus A320,150
AV7153,MEC,CUE,46,2026-02-06,17:45,94.00,Embraer 190,150
AV1643,MEC,CUE,49,2026-02-06,21:00,82.00,Airbus A320,150
AV2237,MEC,GPS,120,2026-02-06,06:30,150.00,Airbus A320,150
AV9229,MEC,GPS,120,2026-02-06,09:15,181.00,Boeing 737,150
AV5651,MEC,GPS,120,2026-02-06,13:00,167.00,Boeing 737,150
AV7533,MEC,GPS,120,2026-02-06,17:45,170.00,Boeing 737,150
AV7787,MEC,GPS,120,2026-02-06,21:00,183.00,Boeing 737,150
AV9919,GPS,UIO,120,2026-02-06,06:30,152.00,Airbus A320,150
AV1327,GPS,UIO,120,2026-02-06,09:15,153.00,Boeing 737,150
AV2536,GPS,UIO,120,2026-02-06,13:00,171.00,Airbus A320,150
AV2653,GPS,UIO,120,2026-02-06,17:45,162.00,Airbus A320,150
AV5770,GPS,UIO,120,2026-02-06,21:00,154.00,Airbus A320,150
AV6133,GPS,GYE,120,2026-02-06,06:30,182.00,Airbus A320,150
AV6857,GPS,GYE,120,2026-02-06,09:15,186.00,Embraer 190,150
AV9340,GPS,GYE,120,2026-02-06,13:00,182.00,Boeing 737,150
AV8286,GPS,GYE,120,2026-02-06,17:45,164.00,Embraer 190,150
AV7493,GPS,GYE,120,2026-02-06,21:00,187.00,Boeing 737,150
AV6241,GPS,CUE,120,2026-02-06,06:30,168.00,Airbus A320,150
AV7153,GPS,CUE,120,2026-02-06,09:15,170.00,Embraer 190,150
AV4088,GPS,CUE,120,2026-02-06,13:00,168.00,Embraer 190,150
AV4774,GPS,CUE,120,2026-02-06,17:45,171.00,Airbus A320,150
AV2933,GPS,CUE,120,2026-02-06,21:00,160.00,Airbus A320,150
AV8668,GPS,MEC,120,2026-02-06,06:30,152.00,Airbus A320,150
AV4868,GPS,MEC,120,2026-02-06,09:15,156.00,Boeing 737,150
AV8863,GPS,MEC,120,2026-02-06,13:00,181.00,Airbus A320,150
AV8381,GPS,MEC,120,2026-02-06,17:45,166.00,Embraer 190,150
AV4294,GPS,MEC,120,2026-02-06,21:00,184.00,Boeing 737,150
AV8950,UIO,GYE,54,2026-02-07,06:30,77.00,Embraer 190,150
AV3856,UIO,GYE,50,2026-02-07,09:15,73.00,Airbus A320,150
AV5659,UIO,GYE,49,2026-02-07,13:00,85.00,Embraer 190,150
AV2169,UIO,GYE,45,2026-02-07,17:45,96.00,Embraer 190,150
AV6231,UIO,GYE,55,2026-02-07,21:00,79.00,Airbus A320,150
AV2473,UIO,CUE,57,2026-02-07,06:30,74.00,Embraer 190,150
AV8985,UIO,CUE,47,2026-02-07,09:15,72.00,Boeing 737,150
AV3895,UIO,CUE,49,2026-02-07,13:00,95.00,Embraer 190,150
AV4954,UIO,CUE,48,2026-02-07,17:45,76.00,Airbus A320,150
AV6213,UIO,CUE,54,2026-02-07,21:00,99.00,Embraer 190,150
AV1013,UIO,MEC,52,2026-02-07,06:30,84.00,Embraer 190,150
AV7838,UIO,MEC,58,2026-02-07,09:15,74.00,Boeing 737,150
AV7724,UIO,MEC,52,2026-02-07,13:00,97.00,Embraer 190,150
AV1071,UIO,MEC,59,2026-02-07,17:45,84.00,Boeing 737,150
AV6273,UIO,MEC,48,2026-02-07,21:00,80.00,Boeing 737,150
AV2905,UIO,GPS,120,2026-02-07,06:30,183.00,Boeing 737,150
AV2484,UIO,GPS,120,2026-02-07,09:15,153.00,Airbus A320,150
AV1045,UIO,GPS,120,2026-02-07,13:00,179.00,Embraer 190,150
AV6179,UIO,GPS,120,2026-02-07,17:45,172.00,Boeing 737,150
AV4794,UIO,GPS,120,2026-02-07,21:00,161.00,Embraer 190,150
AV1174,GYE,UIO,49,2026-02-07,06:30,74.00,Embraer 190,150
AV5978,GYE,UIO,46,2026-02-07,09:15,74.00,Boeing 737,150
AV5371,GYE,UIO,51,2026-02-07,13:00,66.00,Airbus A320,150
AV7664,GYE,UIO,58,2026-02-07,17:45,77.00,Embraer 190,150
AV6245,GYE,UIO,45,2026-02-07,21:00,91.00,Embraer 190,150
AV1808,GYE,CUE,50,2026-02-07,06:30,89.00,Embraer 190,150
AV8089,GYE,CUE,46,2026-02-07,09:15,83.00,Embraer 190,150
AV7973,GYE,CUE,47,2026-02-07,13:00,69.00,Airbus A320,150
AV3079,GYE,CUE,51,2026-02-07,17:45,71.00,Embraer 190,150
AV9612,GYE,CUE,53,2026-02-07,21:00,86.00,Airbus A320,150
AV9449,GYE,MEC,51,2026-02-07,06:30,63.00,Airbus A320,150
AV1707,GYE,MEC,52,2026-02-07,09:15,87.00,Embraer 190,150
AV8787,GYE,MEC,50,2026-02-07,13:00,70.00,Airbus A320,150
AV7812,GYE,MEC,52,2026-02-07,17:45,75.00,Airbus A320,150
AV8882,GYE,MEC,51,2026-02-07,21:00,96.00,Airbus A320,150
AV9569,GYE,GPS,120,2026-02-07,06:30,175.00,Boeing 737,150
AV1841,GYE,GPS,120,2026-02-07,09:15,161.00,Embraer 190,150
AV9108,GYE,GPS,120,2026-02-07,13:00,181.00,Boeing 737,150
AV4648,GYE,GPS,120,2026-02-07,17:45,176.00,Airbus A320,150
AV6667,GYE,GPS,120,2026-02-07,21:00,167.00,Airbus A320,150
AV8889,CUE,UIO,53,2026-02-07,06:30,88.00,Airbus A320,150
AV2923,CUE,UIO,48,2026-02-07,09:15,64.00,Embraer 190,150
AV7999,CUE,UIO,53,2026-02-07,13:00,61.00,Boeing 737,150
AV4718,CUE,UIO,53,2026-02-07,17:45,98.00,Airbus A320,150
AV6764,CUE,UIO,54,2026-02-07,21:00,96.00,Airbus A320,150
AV9840,CUE,GYE,57,2026-02-07,06:30,80.00,Airbus A320,150
AV6965,CUE,GYE,59,2026-02-07,09:15,99.00,Airbus A320,150
AV3130,CUE,GYE,49,2026-02-07,13:00,72.00,Embraer 190,150
AV5108,CUE,GYE,46,2026-02-07,17:45,96.00,Airbus A320,150
AV7635,CUE,GYE,46,2026-02-07,21:00,66.00,Embraer 190,150
AV4169,CUE,MEC,50,2026-02-07,06:30,78.00,Embraer 190,150
AV2127,CUE,MEC,47,2026-02-07,09:15,88.00,Embraer 190,150
AV4842,CUE,MEC,51,2026-02-07,13:00,83.00,Airbus A320,150
AV7754,CUE,MEC,56,2026-02-07,17:45,72.00,Boeing 737,150
AV3964,CUE,MEC,46,2026-02-07,21:00,90.00,Embraer 190,150
AV4597,CUE,GPS,120,2026-02-07,06:30,158.00,Airbus A320,150
AV6538,CUE,GPS,120,2026-02-07,09:15,186.00,Airbus A320,150
AV8415,CUE,GPS,120,2026-02-07,13:00,174.00,Boeing 737,150
